CODE;ENGLISH;;;;;;;;;;;;;
align_ussr_title;소련과의 제휴;;;;;;;;;;;;;
align_ussr_desc;1956년 말 모스크바의 압제에 반대하면서 발생한 헝가리 혁명은 마오쩌둥의 정치적 관심사였습니다. 이는 진압군 개입을 초래할 정도로 공산당의 정치적 정당성을 부정했기 때문입니다. 동구권에서의 불만에 대해 중국 공산당은 소련의 탈스탈린화를 수정주의라고 비난했으며, 마오쩌둥 정부의 스탈린주의 이념과 정책 및 관행이야말로 사회주의 실현을 위한 올바른 길이라고 주장했습니다. 이 사건에서 밝혀진 마르크스-레닌주의에 대한 양국의 차이와 해석으로 인해 동양의 절대적 이념적 통합을 서양이 잘못 인식하면서 일원적 공산권이 분열하기 시작했습니다. 마오쩌둥의 입장에서 서방과의 평화 공존을 추구하는 소련의 외교정책이 성공한다면 지정학적으로 중화인민공화국이 고립당할 것이 자명했습니다.;;;;;;;;;;;;;
align_china_title;중화인민공화국과의 제휴;;;;;;;;;;;;;
align_china_desc;1956년 말 모스크바의 압제에 반대하면서 발생한 헝가리 혁명은 마오쩌둥의 정치적 관심사였습니다. 이는 진압군 개입을 초래할 정도로 공산당의 정치적 정당성을 부정했기 때문입니다. 동구권에서의 불만에 대해 중국 공산당은 소련의 탈스탈린화를 수정주의라고 비난했으며, 마오쩌둥 정부의 스탈린주의 이념과 정책 및 관행이야말로 사회주의 실현을 위한 올바른 길이라고 주장했습니다. 이 사건에서 밝혀진 마르크스-레닌주의에 대한 양국의 차이와 해석으로 인해 동양의 절대적 이념적 통합을 서양이 잘못 인식하면서 일원적 공산권이 분열하기 시작했습니다. 마오쩌둥의 입장에서 서방과의 평화 공존을 추구하는 소련의 외교정책이 성공한다면 지정학적으로 중화인민공화국이 고립당할 것이 자명했습니다.;;;;;;;;;;;;;
restore_the_jap_empire_title;일본 제국 복원;;;;;;;;;;;;;
restore_the_jap_empire_desc;일본의 민족주의는 일본인이 만고불변의 문화를 가진 단일민족국가임을 주장하면서 일본인들의 문화적 통합을 촉진합니다. 또한 일본인의 모국, 문화적 특성, 정치적 형태, 역사적 운명과 관련해 지난 2세기 동안 일본인들이 품어온 광범위한 사상과 정서를 포함합니다. 일본 제국을 재건함으로써 일본 국민들을 다시 위대하게 만들어야 합니다!;;;;;;;;;;;;;
EVTDESC1512236;공산당 정보국은 처음에 베오그라드에 본부를 뒀으나, 1948년 6월 유고슬라비아를 추방한 후에는 루마니아의 부쿠레슈티로 옮겼습니다. 티토주의로 말미암아 유고슬라비아 공산당을 추방하면서 유고슬라비아에서는 인포름비로시대가 열렸습니다. 유고슬라비아가 추방당한 결정적인 요인은 그리스에서 일어난 반란에 대한 개입과 알바니아에 군대를 주둔하기로 한 결정이었습니다. 공산당 정보국은 신문도 여러 언어로 내놓았습니다. 원래는 베오그라드에서 인쇄했으나, 역시 유고슬라비아 추방 이후 부쿠레슈티로 옮겼습니다. 캐나다 공산당의 일부 기사를 포함해 방대한 양의 기사를 실었습니다. 이 기구는 1956년 4월 17일 유고슬라비아와 소련이 화해하고 탈스탈린화가 진행되면서 해체를 맞았습니다.;;;;;;;;;;;;;
EVTDESC1512235;1947년 10월 5일 소련은 자신들의 지시에 따라 공산당 간의 행동을 조정하기 위해 공산당 및 노동당 정보국을 설립했습니다. 이 정보국은 결코 제3인터네셔널의 대체제나 후계자가 될 의도가 없었습니다. 세계 공산당도 아니었고 휘하 조직이나 권력을 가지고 있지도 않았습니다. 그저 <평화 지속을 위해, 인민민주주의를 위해!>라는 신문사만을 가졌을 뿐입니다. 정보국의 목표는 "경험의 교환을 체계화하고, 공산당의 활동을 상호 합의에 근거하여 조정한다"는 한 가지 목표에 국한적이었습니다. 또 다른 측면에서는 반공주의 확장 억제에도 쓰였습니다.;;;;;;;;;;;;;
EVTDESC1512234;우산 혁명은 2014년 홍콩 민주화 시위 때 등장한 정치운동입니다. 우산 혁명이라는 이름은 자유선거를 요구하는 79일간의 도시 점령 동안 홍콩 경찰에 맞서 수동적인 저항을 위한 도구로 우산을 사용한 것에서 유래했습니다. 사건의 발단은 2014년 8월 31일 전국인민대표대회 상임위원회가 2017년 있을 홍콩 행정장관 후보에서 20명의 후보자들에 대한 선별적인 사전 심사를 규정한 일입니다.;;;;;;;;;;;;;
EVTDESC1512233;1970년 독립한 피지의 국가원수는 엘리자베스 2세 피지 대추장입니다. 피지 대법원은 군사정변을 위헌으로 판결했고, 총독은 집행권 주장을 시도했습니다. 그는 퇴진한 정부와 대부분의 피지 원주민이 지지했던 정당연합과 함께 '데우바 협상'을 시작했습니다. 이러한 협상은 1987년 9월 23일 데우바 협정으로 끝났습니다. 협정의 내용은 총독이 두 정당을 모두 대변하겠다는 내용입니다. 1차 전병에서 얻은 이득을 막바지에 잃을까 두려워한 라부카는 9월 25일 2차 정변을 일으킨 후 곧이어 10월 7일 공화국을 선포했습니다.;;;;;;;;;;;;;
EVTDESC1512231;유럽 연합의 기능에 관한 조약 제127조 1항이 규정한 유럽 중앙은행의 1차적 목표는 유로화 사용지역 내에서 가격 안정을 유지하는 것입니다. 1998년 10월 이사회는 물가안정을 '2퍼센트 미만의 물가상승률, 유로화 지역 대비 월별 소비자 물가 지수 2퍼센트 미만'으로 정의하고 중기적으로 물가안정을 유지한다고 덧붙였습니다.;;;;;;;;;;;;;
EVTDESC1512232;우리 경제수역의 단일통화 창출에 관한 조약이 규정한 초국가 중앙은행의 주된 목적은 경제수역 내에서 물가 안정을 유지하는 것입니다. 이와 같이 중앙은행은 우리나라의 금리를 결정할 것입니다.;;;;;;;;;;;;;
EVTDESC1512230;$COUNTRY$이(가) 경제공동체 통화연합에 가입했습니다. 이와 같이, 우리의 통화정책은 이제 중앙은행의 단일 통화가 좌우할 것입니다. 통화연합을 탈퇴함으로써 통화주권 회복을 선택할 수도 있습니다.;;;;;;;;;;;;;
cbitimer;최근 금리 조정;;;;;;;;;;;;;
EVTDESC1512229;유럽 중앙은행은 유럽 연합의의 중앙은행이며, 동시에 유럽 연합 회원국 19개국으로 이루어진 유로화 사용지역의 통화정책을 관리합니다. 세계에서 매우 중요한 중앙은행이며, 유럽연합을 구성하는 7개 기관에 속합니다. 이 은행의 자본 주식은 모든 유럽 연합 회원국 28개국의 중앙은행이 소유합니다. 유럽 중앙은행의 1차 목표는 법령 2조에 규정한 대로, 유로화 사용지역 내에서 가격 안정성을 유지하는 것입니다. 법령 제3조에 명시된 기본 업무는 유로화 사용지역에 대한 통화정책을 설정하고 이행하는 것입니다.;;;;;;;;;;;;;
changedemopre_title;영향권 내 민주주의 육성 수준 변경;;;;;;;;;;;;;
changedemopre_desc;민주주의 육성은 전세계에 걸친 민주주의의 확산을 지지하는 정부와 국제기구가 채택한 외교정책의 한 가닥입니다. 민주주의를 지지하는 이유로는 민주적인 통치체제를 가진 나라들이 전쟁을 일으킬 가능성이 적으며 경제적으로 더 잘살고 사회적으로 더 조화롭다는 믿음이 있습니다.;;;;;;;;;;;;;
demoprehigh_title;영향권 내 민주주의 공격적 육성;;;;;;;;;;;;;
demopremedium_title;영향권 내 민주주의 적당히 육성;;;;;;;;;;;;;
demoprelow_title;영향권 내 민주주의 가볍게 육성;;;;;;;;;;;;;
demoprehigh_desc;영향권에 속한 국가들의 의식도를 크게 높이며 문화기술 연구속도도 높입니다.;;;;;;;;;;;;;
demopremedium_desc;영향권에 속한 국가들의 의식도를 적당히 높이며 문화기술 연구속도도 높입니다.;;;;;;;;;;;;;
demoprelow_desc;영향권에 속한 국가들의 의식도를 낮추며 동화를 촉진합니다.;;;;;;;;;;;;;
demoprehigh_target;민주주의의 환상 강렬함;;;;;;;;;;;;;
demopremedium_target;민주주의의 환상 중간;;;;;;;;;;;;;
demoprelow_target;민주주의의 환상 작음;;;;;;;;;;;;;
demoprehigh;민주주의 육성;;;;;;;;;;;;;
demopremedium;민주주의 소규모 육성;;;;;;;;;;;;;
capital_saigon_title;사이공 천도;;;;;;;;;;;;;
capital_saigon_desc;사이공은 프랑스령 식민지 코친차이나의 수도이자 1955년 5월에 독립한 남베트남 공화국의 수도였습니다. 1976년 7월 2일 베트남 당국은 사이공을 자딘과 합병하고 혁명 지도자 호찌민의 이름을 따서 공식적으로 호찌민으로 개칭했습니다.;;;;;;;;;;;;;
EVTDESC1512228;퐁텐블로 협정은 제1차 인도차이나 전쟁이 발발하기 전인 1946년에 프랑스와 베트민이 맺은 협정입니다. 이 협정은 프랑스 연합 치하의 베트남과 연계됩니다. 이 회의에서 호치민은 베트남의 독립을 추진했지만, 프랑스는 이 제안에 동의하지 않았습니다. 베트남 정부가 프랑스에 대한 언급 없이 헌법 초안을 작성할 때, 프랑스는 프랑스령 인도차이나를 다시 장악하려고 시도했고 이는 인도차이나 전쟁 발발에 기여했습니다.;;;;;;;;;;;;;
EVTDESC1512225;캄보디아는 1867년부터 1953년까지 프랑스령 인도차이나 식민지의 일부로서 프랑스의 보호령이었으며, 프랑스 관료들의 관리를 받았습니다. 캄보디아는 노로돔 시아누크 왕 밑에서 입헌군주국이 되었습니다. 캄보디아 왕국이란 노로돔 시아누크의 재위기간(1953년-70년) 동안의 캄보디아 행정부를 지칭하는데, 이 시기는 캄보디아 역사상 특히 중요한 시기입니다.;;;;;;;;;;;;;
EVTDESC1512226;일본이 항복하자 일부 라오스 민족주의자들은 라오스의 독립을 선언했지만, 프랑스군은 일본이 항복한 직후부터 1946년 초에 이르는 동안 라오스를 재점령하고 매우 제한적인 자치권을 부여했습니다. 제1차 인도차이나 전쟁 때 인도차이나 공산당은 파테트라오라는 저항조직을 결성했습니다. 파테트라오는 베트남 독립기구의 도움을 받아 공격적인 프랑스 식민제국과 전쟁을 시작했습니다. 1950년 프랑스는 라오스에게 프랑스 연합 내의 "준국가"로서 제한적인 자치권을 부여해야만 했습니다. 프랑스는 1953년 10월 22일 라오스가 입헌군주국으로서 완전한 독립을 쟁취할 때까지 사실상의 지배권을 유지했습니다.;;;;;;;;;;;;;
EVTDESC1228001;1949년 프랑스는 공식적으로 바오다이 휘하의 프랑스 연합에 속하는 준국가 베트남국을 명목상 "독립국"으로 인정했습니다. 하지만 프랑스는 여전히 베트남의 모든 외교권과 국방권을 통제했습니다. 베트민은 재빨리 정부를 비난했으며, 자신들은 "프랑스 연합이라는 틀 안에 속한 바오다이의 독립이 아닌 진정한 독립"을 원한다고 말했습니다. .;;;;;;;;;;;;;
EVTDESC1512224;서방의 연합국들은 인도차이나와 관련해 총회가 무엇을 해내야 하는지에 대해 통일된 입장을 가지지 않았습니다. 영국 대표단을 이끌던 앤서니 이든은 분쟁에 대한 협상 타결을 선호했습니다. 프랑스 대표단을 이끌던 조르주 비도는 국가의 군사상황이 좋지 않음에도 과거의 희생을 정당화하기 위해 인도차이나에서 프랑스의 어떤 지위를 보존하고 싶어했습니다. 미국은 수년간 인도차이나에 대해 프랑스를 지지해왔는데, 공화당의 아이젠하워 행정부는 또 다른 '얄타'로 비난받거나 공산주의자들에게 인도차이나를 잃어버렸다고 비난받기 싫었습니다. 20일 오후까지 해결하지 못한 문제에 대해 당사국들은 북위 17도선을 기준으로 베트남을 분할하고, 통일 선거는 휴전 2년 뒤인 1956년 7월에 열자고 합의했습니다.;;;;;;;;;;;;;
buy_forex;외화 보유고 상승세;;;;;;;;;;;;;
sell_forex;외화 보유고 매각세;;;;;;;;;;;;;
adjust_gold_title;$COUNTRY$ 외화 보유고 재조정;;;;;;;;;;;;;
adjust_gold_desc;외화 보유고는 중앙은행이나 기타 통화당국이 보유한 금 등의 자산을 가리킵니다. 중앙은행이 발행하는 통화 등 필요한 경우 부채를 상환할 수 있거나, 정부 및 기타 금융기관이 중앙은행에 예치한 여러 은행 지급 준비금을 말합니다. 보유고에는 하나 이상의 통화를 보관합니다.;;;;;;;;;;;;;
EVTDESC1512223;외화 보유고는 중앙은행이나 기타 통화당국이 보유한 금 등의 자산을 가리킵니다. 중앙은행이 발행하는 통화 등 필요한 경우 부채를 상환할 수 있거나, 정부 및 기타 금융기관이 중앙은행에 예치한 여러 은행 지급 준비금을 말합니다. 보유고에는 하나 이상의 통화를 보관합니다.;;;;;;;;;;;;;
EVTDESC1512222;1945년 이후 소련은 북한에게 경제 및 군사 원조를 제공했고, 이는 1950년 북한의 남침에 밑거름으로 작용했습니다. 6.25 전쟁 당시에도 소련의 원조와 영향력은 높은 수준으로 이어졌습니다. 이는 단지 북한의 시작이 김일성처럼 만주와 중국에 본거지를 뒀던 반일민족주의 독립운동 파벌(후의 조선 노동당)들의 지배에서 비롯했기 때문입니다. 전시였던 1950년 이후부터 1958년까지 중국군의 지원은 중국이 북한에 대한 어느 정도의 영향력을 미치도록 했습니다. 1961년 북한은 소련 및 중국과 공식적인 상호안보협정을 체결했는데, 이 협정은 공식적으로 종결되지 않았습니다.;;;;;;;;;;;;;
form_ENG_FRA_union_title;영불연합 제안;;;;;;;;;;;;;
form_ENG_FRA_union_desc;프랑스-영국 연합은 영국과 프랑스라는 두 독립국이자 주권국 간의 연합을 가리키는 개념입니다. 이러한 발상은 역사적 선례로서 위기의 20세기에 여러 제안이 있었습니다.;;;;;;;;;;;;;
EVTDESC1512221;패배가 임박했음을 느낀 프랑스에게 영국 정부가 급진적인 제안을 내놓았습니다. 적군을 물리칠 자원을 함께 모으기 위해 영국과 프랑스를 합치자는 것입니다. 이러한 영불연합은 이번이 처음이 아닙니다. 첫번째는 제2차 세계대전이었고 두 번째는 1956년 수에즈 위기가 한창일 때였습니다. 양국의 연합은 분명 서로를 더욱 강력하게 만들 것입니다.;;;;;;;;;;;;;
EVTDESC1512220;1948년 1월 30일 마하트마 간디가 비를라의 저택에서 암살당했습니다. 암살자는 보수파 힌두민족주자 옹호자이자 '힌두교 마하사바'라는 정파의 일원이자 '라시트리야 세와크 상가'의 일원인 나투람 고드세였습니다. 간디는 낮은 계단을 올라 비를라 저택 뒤의 높은 잔디밭으로 가서 저녁 다신교 기도회를 열었습니다. 고드는 군중들 틈에서 나와 간디를 뒤쫓았고, 짧은 거리에서 세발의 총알을 발사했습니다. 간디는 즉시 쓰러졌고, 영영 일어나지 못했습니다.;;;;;;;;;;;;;
one_child_policy_mod;계획생육정책 효과;;;;;;;;;;;;;
EVTDESC1512219;The one-child policy was part of a birth planning program designed to control the size of its population. Distinct from the family planning policies of most other countries, it set a limit on the number of children parents could have, the world's most extreme example of population planning. It was introduced in 1979, modified in the mid 1980s to allow rural parents a second child if the first was a daughter, and then lasted three more decades before being eliminated at the end of 2015. The policy also allowed exceptions for some other groups, including ethnic minorities. The term one-child policy is thus a misnomer, because for nearly 30 years of the 36 years that it existed (1979-2015) about half of all parents in China were allowed to have a second child. Provincial governments could (and did) require the use of contraception, sterilisations and abortions to ensure compliance and imposed enormous fines for violations. Local and national governments created commissions to raise awareness and carry out registration and inspection work.;;;;;;;;;;;;;
EVTDESC1512218;계획생육정책은 인구 규모를 통제하기 위해 중국 정부에서 고안한 출산 계획의 일부입니다. 국가 대부분의 가족계획정책과는 달리 세계에서 가장 극단적인 인구계획의 예로서 부모들이 가질 수 있는 아이들의 수를 제한했습니다. 1979년 도입해 1980년대 중반 첫째가 딸일 경우 농촌 부모들에 한해 둘째를 허용하도록 개정했으며 2015년 말에 폐지했습니다. 이 정책은 소수민족을 포함한 일부 타 집단을 예외로 인정했습니다. 지방정부는 위반자에게 피임, 낙태를 요구하고 막대한 벌금을 부과할 수 있었고, 실제로도 그렇게 했습니다. 자치단체와 국가 정부는 정책의 인지도를 높이고 아이 등록 및 점검 업무를 수행하기 위해 위원회를 만들었습니다.;;;;;;;;;;;;;
EVTDESC1512217;대약진은 1958년부터 1962년까지 중국 공산당이 벌인 경제사회운동입니다. 마오쩌둥 주석이 주도한 이 운동은 급속한 산업화와 집산화를 통해 농업중심경제에서 사회주의 사회로 빠르게 변모하는 것을 목표로 했습니다. 하지만 대약진은 대기근을 불러온 것으로 더 유명합니다. 농촌 주민들의 삶에 있어서 주요한 변화는 의무적인 농업 집단화의 점진적인 도입 등입니다. 공산당은 민간 농업을 금지했으며, 이에 종사하는 사람들을 핍박하고 반혁명가라고 낙인찍었습니다. 사람들은 또한 강제적인 노동을 경험했지만, 시골 사람들에 대한 제한은 대중의 투쟁과 사회적 압력을 통해 이루어졌습니다.;;;;;;;;;;;;;
global_famine;대기근;;;;;;;;;;;;;
EVTDESC1512216;1949년 중국 해방에 이어 1950년 6월 30일 중화인민공화국 중앙정부가 토지개혁법을 발표했습니다. 이 법은 지주들의 토지 소유권을 폐지하고 농민의 토지 소유권을 도입했습니다. 1950-51년 겨울 동안, 공산당은 옛 지주들에게서 토지를 몰수했으며, 소작농, 소규모 자작농 뿐만 아니라 이제 생계를 유지하기 위해 밭을 갈아야했던 지주들에게 땅들을 재분배했습니다. 개혁은 생산인구를 해방시키고 농업의 생산성을 높임으로써 중국 산업화의 토대를 마련했습니다.;;;;;;;;;;;;;
blockade_1;해상봉쇄도 1;;;;;;;;;;;;;
blockade_2;해상봉쇄도 2;;;;;;;;;;;;;
blockade_3;해상봉쇄도 3;;;;;;;;;;;;;
blockade_4;해상봉쇄도 4;;;;;;;;;;;;;
increase_gold;금 보유고 증가세;;;;;;;;;;;;;
increase_gold_title;$COUNTRY$ 금 보유고 증가세;;;;;;;;;;;;;
increase_gold_desc;브레튼우즈체제의 설계는 각국이 미국 달러에 대한 금 태환성만을 강요할 수 있다는 것입니다. 금 태환 강제는 필수가 아니나 허용은 합니다. 국가들은 달러를 금으로 바꾸는 것을 포기할 수 있고, 대신 달러를 보유할 수 있습니다. 달러를 보유한다면 완전한 태환성보다는 중앙은행 간 매출에 따른 고정가격을 제공합니다. 하지만 여전히 열린 금 시장도 있었습니다. 브레튼우즈체제가 계속 작동하려면 고정 달러를 금으로 바꾸거나, 온스당 35달러에 가까운 금의 자유시장가격을 유지해야 합니다. 자유시장 금값과 중앙은행 금값의 격차가 클수록 브레튼우즈 가격에 금을 사들여 개방시장에 팔아 내부 경제문제를 처리하려는 유혹이 커집니다.;;;;;;;;;;;;;
EVTDESC1512214;1966년 타이파섬의 주민들은 좌파 단체들의 후원을 받아 사립학교 인가를 시도했습니다. 1966년 11월 15일 타이파에 있는 공무원들이 학교 건설을 막으면서, 시위대와 마카오 경찰의 대립으로 이어졌습니다. 12월 3일 정부는 폭도들을 체포하라고 명령했습니다. 이로 인해 일반인들의 분노가 들끓었고, 더 많은 이들이 항의하러 거리로 나왔습니다. 이 사건은 중국인으로서의 정체성 인식과 평등 대우의 시작, 마카오에 대한 중국의 사실상 지배, 포르투갈 주권의 사실상 종결로 특징지을 수 있습니다. 알베르투 프랑쿠 노게이라 포르투갈 외무장관은 1967년 이후 마카오 내 포르투갈의 역할을 "외국의 감독하에 있는 콘도(아파트) 관리자"로 묘사했습니다.;;;;;;;;;;;;;
EVTDESC1512213;1967년 홍콩 좌파 폭동은 친공산주의자들과 동조자들, 홍콩 정부 사이에서 일어난 대규모 폭동입니다. 사소한 노동 쟁의로 시작했으나 시간이 지나면서 영국 식민통치에 반대하는 대규모 시위로 커졌습니다. 시위대는 홍콩 경찰과 격렬하게 충돌했습니다. 중화인민공화국의 지시를 받은 좌파들은 시민들에게 대규모 파업과 쳬계적된 시위를 요구했고, 경찰은 좌익의 거점들을 대거 습격해 활동하던 지도부를 대거 체포했습니다. 이러한 폭동은 좌파들이 최후의 수단으로 테러 공격을 시도하고, 도시에 모의 폭탄과 실제 폭탄을 설치하고, 폭력에 반대하는 일부 언론인들을 살해하면서 더 폭력적으로 변했습니다.;;;;;;;;;;;;;
EVTDESC1512212;$FROMCOUNTRY$에서 혁명이 일어나면서 우리의 꼭두각시 정부가 전복당했습니다. 이는 반항적인 국가의 질서를 회복함으로써 다시 복속해야 한다는 뜻입니다. 하지만 해외에서 이를 좋게 평하지는 않을 것이며, 심하면 국제연합이 제제를 가할 수도 있습니다.;;;;;;;;;;;;;
EVTDESC1512211;1956년 1월 1일 영국-이집트령 수단이 수단 공화국으로 독립했습니다. 원래 1955년 이전 이스마일 알 아자리 정부는 이집트와의 단결을 촉진하기 위해 수단의 자결권 진전을 일시적으로 중단했습니다. 그러나 그는 1953년 총선에서 친이집트 민족연합당이 과반수를 얻었음에도 대중의 여론은 이집트와의 연합에 적대적이라는 사실을 깨달았습니다. "나일계곡 통일당"의 주요 대변인이었던 아즈하리는 이에 따라 민족통일당의 입장을 뒤집고 수단 독립을 지지했습니다. 1955년 12월 19일, 아자리의 지도 아래 수단 의회는 독립선언문을 만장일치로 채택했고, 독립선언문은 1956년 1월 1일에 효력을 발휘했습니다.;;;;;;;;;;;;;
india_land_reform_title;$COUNTRY$ 토지개혁 착수;;;;;;;;;;;;;
india_land_reform_desc;1947년 독립한 이래 여러 주에서 토지의 효율적 이용과 사회적 정의 확립이라는 목표를 세우고 자발적이고 주도적인 토지개혁에 착수했습니다. 토지개혁에서 가장 주목할 만한 성공적인 예는 서벵골주와 케랄라 주의 사례입니다.;;;;;;;;;;;;;
employee_fund;국립노동기금;;;;;;;;;;;;;
employee_fund_title;국립노동기금 설립;;;;;;;;;;;;;
employee_fund_desc;노동기금은 사회주의적 국부기금입니다. 작동원리를 설명하자면 정부는 회사 이익 일부에 세금을 부과하고, 이를 국내 상장기업 주식 매입에 부과되는 특별기금에 투입합니다. 이 기금은 개인 소유에서 직원집단 소유로 회사를 점진적으로 이전하는 것을 목표로 합니다. 기금의 자금은 $COUNTRY$ 노동조합 대표들이 관리합니다.;;;;;;;;;;;;;
end_employee_fund_title;국립노동기금 폐지;;;;;;;;;;;;;
end_employee_fund_desc;노동기금은 사회주의적 국부기금입니다. 작동원리를 설명하자면 정부는 회사 이익 일부에 세금을 부과하고, 이를 국내 상장기업 주식 매입에 부과되는 특별기금에 투입합니다. 이 기금은 개인 소유에서 직원집단 소유로 회사를 점진적으로 이전하는 것을 목표로 합니다. 기금의 자금은 $COUNTRY$ 노동조합 대표들이 관리합니다.;;;;;;;;;;;;;
EVTDESC198011;2008년 6월 10일부터 6월 13일까지 지부티와 에리트레아는 국경분쟁을 벌였습니다. 2008년 4월 16일 지부티가 '에리트레아 군대가 지부티로 침투하여 국경 양쪽에 참호를 파냈다'고 발표하면서 시작된 긴장감이 폭발하면서 일어났습니다. 2008년 6월 10일에눈 국경지역에서 두 무장병력이 무력충돌을 벌이면서 위기는 더욱 깊어졌습니다. 분쟁 당시 프랑스는 지부티에게 물류, 의료, 정보 지원을 제공했지만 직접 전투에는 참여하지 않았습니다.;;;;;;;;;;;;;
EVTDESC1512206;$COUNTRY$이(가) 최근 전쟁에서 패했습니다. 국민이 상처에서 벗어나고 나라를 재건하기 시작면서 정부의 무능이 참패의 원인이었다는 의견이 높아지고 있습니다. 정부에 대한 분노를 표출하는 시위가 전국에서 점차 일어나기 시작했습니다.;;;;;;;;;;;;;
EVTDESC1512207;펜놀림으로 선전포고에 서명하면서 $COUNTRY$은(는) 전쟁상태에 돌입했습니다. 국내 지도부는 승리를 확신하고 있으며 국민들은 영광스러운 전쟁에 희망을 걸고 있습니다. 어떠한 형태로든 패배한다면 집권당의 신뢰가 파국으로 이어지겠지만, 승리는 오히려 지지를 활성화하고 압도적인 선거 승리를 가져다 줄 수 있습니다.;;;;;;;;;;;;;
EVTDESC1512208;$COUNTRY$이(가) 최근 전쟁에서 승리하면서 국민들은 기뻐합니다. 국민들은 이번 승리를 축하하며 정부에 대한 찬사를 쏟아내고 있습니다. 게다가 여당의 지지도는 기록적으로 불어나고 있습니다. 지금이 아마도 $COUNTRY$의 역사에서 또다시 영광스러운 시대로 향하는 시기인 것 같습니다.;;;;;;;;;;;;;
choose_ibad_arab_title;이바디계 아랍 핵심 문화 승격;;;;;;;;;;;;;
choose_ibad_arab_desc;이 학파의 이름은 바누 타밈의 압둘라 빈 이바드에서 유래했습니다. 이븐 이바드는 우마이야 왕조 제5대 칼리파인 압드 알 말릭 이븐 마르완이 정권을 잡았을 무렵 광범위했던 하리지파 운동에서 이탈했습니다. 그러나 진정한 창시자는 오만 니즈와의 자비르 이븐 자이드 알 아즈디입니다. 처음에, 이바디파은 이라크 바스라에서 발전했습니다. 이바디파 신도들은 우스만 이븐 아판 칼리파의 통치에 반대으나, 더 극단적인 하리지파와는 달리 우스만 칼리파 살해는 물론 관점이 다른 모든 이슬람교 종파들을 이교도로 간주하지도 않았습니다. 이바디파는 제4차 칼리파인 알리에 반대하는 집단 중에서 온건한 편에 속했으며, 이슬람교를 알리와 무아위야 1세가 분쟁을 일으키기 이전으로 되돌리기를 원했습니다.;;;;;;;;;;;;;
instigating_rebels;분리주의자 반군;;;;;;;;;;;;;
instigate_rebels;해외 분리주의자 지원;;;;;;;;;;;;;
instigate_rebels_title;해외 분리주의자 지원;;;;;;;;;;;;;
instigate_rebels_desc;분리주의의 일반적인 정의는 문화, 민족, 부족, 종교, 인종, 정부가 주류와 이질적인 집단이 주류에게서 나뉜 상태를 지지하는 태도입니다. 가끔 완전한 정치적 분리를 언급는 분리주의자도 있으나 대다수의 분리주의 단체들은 자치권 확대만을 바랄 때가 많습니다. 분리주의 단체들은 특정 사회집단 구성원들이 공유하는 경험에서 비롯한 정체성 정치 또는 정치활동 및 이론 형태를 실천합니다. 이러한 단체들은 지배적인 집단과의 통합 시도가 소수적 집단의 정체성과 자결주의를 추구할 권리를 손상시킨다고 믿습니다.;;;;;;;;;;;;;
lend_lease_request_title;동맹국에 군사적 지원 요청;;;;;;;;;;;;;
lend_lease_request_desc;군사원조는 한 국가나 그 국민의 방위 또는 빈국의 자국 영토 통제권 유지를 돕기 위해 제공하는 원조입니다. 많은 나라들이 반군 진압을 위해 군사원조를 받습니다. 군사원조는 반란이 발발한 국가의 전투를 돕기 위해 제공할 수 있습니다. 이 원조는 공여국이 무기 및 장비 구입자금의 형태로 제공할 수도 있습니다.;;;;;;;;;;;;;
lend_lease_give_title;동맹국에 군사적 지원 제공;;;;;;;;;;;;;
lend_lease_give_desc;군사원조는 한 국가나 그 국민의 방위 또는 빈국의 자국 영토 통제권 유지를 돕기 위해 제공하는 원조입니다. 많은 나라들이 반군 진압을 위해 군사원조를 받습니다. 군사원조는 반란이 발발한 국가의 전투를 돕기 위해 제공할 수 있습니다. 이 원조는 공여국이 무기 및 장비 구입자금의 형태로 제공할 수도 있습니다.;;;;;;;;;;;;;
lobby_groups_select_title;$COUNTRY$ 정치계 내 압력단체의 간섭 선택 및 변경;;;;;;;;;;;;;
lobby_groups_select_desc;로비, 설득, 이익 대표란 압력단체를 이해 관료 및 입법자 대부분 또는 규제기관 구성원의 행동, 정책, 결정에 영향을 미치려고 시도하는 원외 운동입니다. 민간 부문의 로비활동은 개인, 기업, 동료 국회의원 또는 정부 관료, 또는 옹호 단체들을 포함한 많은 유형의 사람들, 협회, 체계적 집단이 행합니다. 로비활동가들은 선거구에 속하기도 합니다. 즉 선거구 내의 유권자나 유권자의 덩어리가 사업체로서 로비에 관여할 수 있습니다.;;;;;;;;;;;;;
EVTDESC7011;로비, 설득, 이익 대표란 압력단체가 이해 관료 및 입법자 대부분 또는 규제기관 구성원의 행동, 정책, 결정에 영향을 미치려고 시도하는 원외 운동입니다. 민간 부문의 로비활동은 개인, 기업, 동료 국회의원 또는 정부 관료, 또는 옹호 단체들을 포함한 많은 유형의 사람들, 협회, 체계적 집단이 행합니다. 로비활동가들은 선거구에 속하기도 합니다. 즉 선거구 내의 유권자나 유권자의 덩어리가 사업체로서 로비에 관여할 수 있습니다.;;;;;;;;;;;;;
EVTDESC7012;$COUNTRY$ 정부의 반동적 요소들이 반정부 성향을 가진 이들에 대한 대대적인 단속을 시작했습니다. 수많은 야당 인사들과 지지자들이 체포, 살해, 추방을 겪었습니다. $COUNTRY$의 민주주의는 끝났으며, 모든 정치적 담론은 현재 정당 노선을 따라 엄격한 검열을 받습니다.;;;;;;;;;;;;;
